Time	a	ax	ay	az
t in s	a/m/s²	ax/m/s²	ay/m/s²	az/m/s²
0.000	10.05	0.42	-7.01	-7.18
0.025	10.05	0.42	-7.01	-7.18
0.050	10.05	0.42	-7.01	-7.18
0.075	10.05	0.42	-7.01	-7.18
0.100	10.05	0.42	-7.01	-7.18
0.125	10.05	0.42	-7.01	-7.18
0.150	10.05	0.42	-7.01	-7.18
0.175	10.05	0.42	-7.01	-7.18
0.200	10.05	0.42	-7.01	-7.18
0.225	10.05	0.42	-7.01	-7.18
0.250	10.05	0.42	-7.01	-7.18
0.275	10.05	0.42	-7.01	-7.18
0.300	9.82	0.48	-7.44	-6.39
0.325	9.93	0.41	-7.51	-6.50
0.350	9.85	0.55	-7.46	-6.41
0.375	9.96	0.49	-7.57	-6.45
0.400	10.03	0.37	-7.48	-6.68
0.425	9.74	0.51	-7.27	-6.46
0.450	9.74	0.45	-7.22	-6.53
0.475	9.92	0.45	-7.45	-6.53
0.500	9.68	0.48	-7.15	-6.50
0.525	9.31	0.46	-6.64	-6.51
0.550	9.31	0.30	-6.61	-6.55
0.575	8.94	0.92	-6.11	-6.46
0.600	7.55	1.00	-1.24	-7.38
0.625	7.38	-1.51	-1.95	-6.96
0.650	10.40	0.16	-0.77	-10.37
0.675	5.17	0.68	-1.82	-4.79
0.700	6.88	2.65	-0.11	-6.35
0.725	7.88	2.36	-1.99	-7.26
0.750	6.59	0.84	-1.63	-6.33
0.775	10.19	-1.69	-2.87	-9.63
0.800	5.75	-1.29	-3.32	-4.52
0.825	5.75	-1.29	-3.32	-4.52
0.850	5.75	-1.29	-3.32	-4.52
0.875	11.25	-2.53	-4.36	-10.06
0.900	8.26	-2.55	-5.50	-5.60
0.925	21.66	3.31	-1.91	-21.32
0.950	21.66	3.31	-1.91	-21.32
0.975	11.64	-6.53	-3.27	-9.06
1.000	7.64	-1.28	-3.75	-6.53
1.025	4.51	-3.39	-2.39	-1.78
1.050	15.68	4.78	-2.13	-14.78
1.075	15.68	4.78	-2.13	-14.78
1.100	12.26	4.35	1.02	-11.41
1.125	11.49	-0.31	-6.07	-9.76
1.150	9.15	-2.24	-2.02	-8.64
1.175	7.11	-0.43	-0.31	-7.09
1.200	7.11	-0.43	-0.31	-7.09
1.225	7.11	-0.43	-0.31	-7.09
1.250	24.27	5.62	-4.89	23.09
1.275	7.64	0.87	-2.36	-7.21
1.300	33.82	-9.65	2.27	-32.33
1.325	33.82	-9.65	2.27	-32.33
1.350	33.82	-9.65	2.27	-32.33
1.375	11.15	-4.83	-2.88	-9.62
1.400	2.69	1.55	-1.36	1.73
1.425	18.28	0.66	3.27	17.97
1.450	18.28	0.66	3.27	17.97
1.475	18.28	0.66	3.27	17.97
1.500	4.80	2.26	-2.20	3.62
1.525	13.67	1.44	-2.01	-13.44
1.550	18.57	-3.45	-7.86	-16.46
1.575	18.57	-3.45	-7.86	-16.46
1.600	18.57	-3.45	-7.86	-16.46
1.625	12.31	10.65	-0.46	-6.16
